	chembl_tid	entry	entry_name	protein_names	protein_families	organism	ec_number	gene_names(primary)	gene_ontology(molecular_function)	primary_name	#mmp	#mms	machine1	machine2
222	CHEMBL3023	Q9NRA0	SPHK2_HUMAN	Sphingosine kinase 2 (SK 2) (SPK 2) (EC 2.7.1.91)		Homo sapiens (Human)	2.7.1.91	SPHK2	ATP binding [GO:0005524]; D-erythro-sphingosine kinase activity [GO:0017050]; lipid kinase activity [GO:0001727]; NAD+ kinase activity [GO:0003951]; nucleosomal histone binding [GO:0031493]; small GTPase binding [GO:0031267]; sphinganine kinase activity [GO:0008481]; sphingosine-1-phosphate receptor activity [GO:0038036]	Sphingosine kinase 2	18	4	True	False
223	CHEMBL1949	P62937	PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]	Cyclophilin-type PPIase family, PPIase A subfamily	Homo sapiens (Human)	5.2.1.8	PPIA	cyclosporin A binding [GO:0016018]; heparan sulfate binding [GO:1904399]; integrin binding [GO:0005178]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]; virion binding [GO:0046790]	Peptidyl-prolyl cis-trans isomerase A	17	8	False	True
224	CHEMBL4056	Q16706	MA2A1_HUMAN	Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)	Glycosyl hydrolase 38 family	Homo sapiens (Human)	3.2.1.114	MAN2A1	alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity [GO:0004572]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]	Alpha-mannosidase 2	17	2	True	False
225	CHEMBL4204	Q9HBH9	MKNK2_HUMAN	MAP kinase-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 2) (MAPK signal-integrating kinase 2) (Mnk2)	Protein kinase superfamily, CAMK Ser/Thr protein kinase family	Homo sapiens (Human)	2.7.11.1	MKNK2	ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	MAP kinase-interacting serine/threonine-protein kinase 2	17	3	False	True
226	CHEMBL1966	Q02127	PYRD_HUMAN	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)	Dihydroorotate dehydrogenase family, Type 2 subfamily	Homo sapiens (Human)	1.3.5.2	DHODH	dihydroorotate dehydrogenase activity [GO:0004152]; FMN binding [GO:0010181]; ubiquinone binding [GO:0048039]	Dihydroorotate dehydrogenase (quinone), mitochondrial	16	8	True	False
227	CHEMBL2189117	O75530	EED_HUMAN	Polycomb protein EED (hEED) (Embryonic ectoderm development protein) (WD protein associating with integrin cytoplasmic tails 1) (WAIT-1)	WD repeat ESC family	Homo sapiens (Human)		EED	chromatin binding [GO:0003682]; enzyme activator activity [GO:0008047]; histone methyltransferase activity [GO:0042054]; identical protein binding [GO:0042802]; transcription corepressor binding [GO:0001222]	Polycomb protein EED	16	1	False	True
228	CHEMBL4941	Q13126	MTAP_HUMAN	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	PNP/MTAP phosphorylase family, MTAP subfamily	Homo sapiens (Human)	2.4.2.28	MTAP	1,4-alpha-oligoglucan phosphorylase activity [GO:0004645]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]	S-methyl-5'-thioadenosine phosphorylase	16	2	True	False
229	CHEMBL2308	Q9UKM7	MA1B1_HUMAN	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)	Glycosyl hydrolase 47 family	Homo sapiens (Human)	3.2.1.113	MAN1B1	calcium ion binding [GO:0005509]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	16	2	False	True
230	CHEMBL4588	P22894	MMP8_HUMAN	Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8) (PMNL collagenase) (PMNL-CL)	Peptidase M10A family	Homo sapiens (Human)	3.4.24.34	MMP8	endopeptidase activity [GO:0004175]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; zinc ion binding [GO:0008270]	Neutrophil collagenase	16	9	True	False
231	CHEMBL1841	P06241	FYN_HUMAN	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn)	Protein kinase superfamily, Tyr protein kinase family, SRC subfamily	Homo sapiens (Human)	2.7.10.2	FYN	alpha-tubulin binding [GO:0043014]; ATP binding [GO:0005524]; CD4 receptor binding [GO:0042609]; CD8 receptor binding [GO:0042610]; disordered domain specific binding [GO:0097718]; enzyme binding [GO:0019899]; ephrin receptor binding [GO:0046875]; growth factor receptor binding [GO:0070851]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; peptide hormone receptor binding [GO:0051428]; phosphatidylinositol 3-kinase binding [GO:0043548]; phospholipase activator activity [GO:0016004]; phospholipase binding [GO:0043274]; protein tyrosine kinase activity [GO:0004713]; scaffold protein binding [GO:0097110]; signaling receptor binding [GO:0005102]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]; T cell receptor binding [GO:0042608]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane transporter binding [GO:0044325]; type 5 metabotropic glutamate receptor binding [GO:0031802]	Tyrosine-protein kinase Fyn	16	4	False	True
232	CHEMBL3797	Q13315	ATM_HUMAN	Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)	PI3/PI4-kinase family, ATM subfamily	Homo sapiens (Human)	2.7.11.1	ATM	1-phosphatidylinositol-3-kinase activity [GO:0016303]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-dependent protein kinase activity [GO:0004677]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; protein N-terminus binding [GO:0047485]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	Serine-protein kinase ATM	16	2	True	False
233	CHEMBL308	P06493	CDK1_HUMAN	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	Homo sapiens (Human)	2.7.11.22; 2.7.11.23	CDK1	ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein kinase activity [GO:0097472]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; histone kinase activity [GO:0035173]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; virus receptor activity [GO:0001618]	Cyclin-dependent kinase 1	15	2	False	True
234	CHEMBL1941	P25021	HRH2_HUMAN	Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I)	G-protein coupled receptor 1 family	Homo sapiens (Human)		HRH2	G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]	Histamine H2 receptor	15	6	True	False
235	CHEMBL1827	O76074	PDE5A_HUMAN	cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE)	Cyclic nucleotide phosphodiesterase family	Homo sapiens (Human)	3.1.4.35	PDE5A	3',5'-cyclic-GMP phosphodiesterase activity [GO:0047555]; 3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; cGMP binding [GO:0030553]; metal ion binding [GO:0046872]	cGMP-specific 3',5'-cyclic phosphodiesterase	14	4	False	True
236	CHEMBL249	P25103	NK1R_HUMAN	Substance-P receptor (SPR) (NK-1 receptor) (NK-1R) (Tachykinin receptor 1)	G-protein coupled receptor 1 family	Homo sapiens (Human)		TACR1	substance P receptor activity [GO:0016496]; tachykinin receptor activity [GO:0004995]	Substance-P receptor	14	5	True	False
237	CHEMBL1293289	P25440	BRD2_HUMAN	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)		Homo sapiens (Human)		BRD2	chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577]; protein serine/threonine kinase activity [GO:0004674]	Bromodomain-containing protein 2	13	4	False	True
238	CHEMBL3911	Q15722	LT4R1_HUMAN	Leukotriene B4 receptor 1 (LTB4-R 1) (LTB4-R1) (Chemoattractant receptor-like 1) (G-protein coupled receptor 16) (P2Y purinoceptor 7) (P2Y7)	G-protein coupled receptor 1 family	Homo sapiens (Human)		LTB4R	G protein-coupled peptide receptor activity [GO:0008528]; leukotriene B4 receptor activity [GO:0001632]; leukotriene receptor activity [GO:0004974]; nucleotide binding [GO:0000166]	Leukotriene B4 receptor 1	13	2	True	False
239	CHEMBL4956	P47869	GBRA2_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-2 (GABA(A) receptor subunit alpha-2)	Ligand-gated ion channel (TC 1.A.9) family, Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily, GABRA2 sub-subfamily	Homo sapiens (Human)		GABRA2	benzodiazepine receptor activity [GO:0008503]; GABA-A receptor activity [GO:0004890]; GABA-gated chloride ion channel activity [GO:0022851]; inhibitory extracellular ligand-gated ion channel activity [GO:0005237]; neurotransmitter receptor activity [GO:0030594]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]	Gamma-aminobutyric acid receptor subunit alpha-2	13	3	False	True
240	CHEMBL4429	P29371	NK3R_HUMAN	Neuromedin-K receptor (NKR) (NK-3 receptor) (NK-3R) (Neurokinin B receptor) (Tachykinin receptor 3)	G-protein coupled receptor 1 family	Homo sapiens (Human)		TACR3	tachykinin receptor activity [GO:0004995]	Neuromedin-K receptor	13	4	True	False
241	CHEMBL1881	P43116	PE2R2_HUMAN	Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor)	G-protein coupled receptor 1 family	Homo sapiens (Human)		PTGER2	prostaglandin E receptor activity [GO:0004957]	Prostaglandin E2 receptor EP2 subtype	12	5	False	True
242	CHEMBL3860	O43924	PDE6D_HUMAN	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (GMP-PDE delta) (Protein p17)	PDE6D/unc-119 family	Homo sapiens (Human)		PDE6D	GTPase inhibitor activity [GO:0005095]; small GTPase binding [GO:0031267]	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	12	5	True	False
243	CHEMBL4394	Q9NYA1	SPHK1_HUMAN	Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-)		Homo sapiens (Human)	2.7.1.91; 2.3.1.-	SPHK1	acetyltransferase activity [GO:0016407]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; D-erythro-sphingosine kinase activity [GO:0017050]; DNA binding [GO:0003677]; lipid binding [GO:0008289]; lipid kinase activity [GO:0001727]; magnesium ion binding [GO:0000287]; NAD+ kinase activity [GO:0003951]; protein phosphatase 2A binding [GO:0051721]; sphinganine kinase activity [GO:0008481]; sphingosine-1-phosphate receptor activity [GO:0038036]	Sphingosine kinase 1	12	3	False	True
244	CHEMBL2069	P21731	TA2R_HUMAN	Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor)	G-protein coupled receptor 1 family	Homo sapiens (Human)		TBXA2R	guanyl-nucleotide exchange factor activity [GO:0005085]; thromboxane A2 receptor activity [GO:0004961]	Thromboxane A2 receptor	12	3	True	False
245	CHEMBL2007628	P54829	PTN5_HUMAN	Tyrosine-protein phosphatase non-receptor type 5 (EC 3.1.3.48) (Neural-specific protein-tyrosine phosphatase) (Striatum-enriched protein-tyrosine phosphatase) (STEP)	Protein-tyrosine phosphatase family, Non-receptor class subfamily	Homo sapiens (Human)	3.1.3.48	PTPN5	phosphotyrosine residue binding [GO:0001784]; protein tyrosine phosphatase activity [GO:0004725]	Tyrosine-protein phosphatase non-receptor type 5	12	2	False	True
246	CHEMBL3227	P41594	GRM5_HUMAN	Metabotropic glutamate receptor 5 (mGluR5)	G-protein coupled receptor 3 family	Homo sapiens (Human)		GRM5	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity [GO:0001640]; glutamate receptor activity [GO:0008066]; G protein-coupled receptor activity [GO:0004930]; G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential [GO:0099530]; identical protein binding [GO:0042802]; neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration [GO:0099583]; protein tyrosine kinase activator activity [GO:0030296]; protein tyrosine kinase binding [GO:1990782]	Metabotropic glutamate receptor 5	12	7	True	False
247	CHEMBL3130	O00329	PK3CD_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)	PI3/PI4-kinase family	Homo sapiens (Human)	2.7.1.137; 2.7.1.153	PIK3CD	1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-4-phosphate 3-kinase activity [GO:0035005]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphatidylinositol-3,4-bisphosphate 5-kinase activity [GO:0052812]; phosphatidylinositol 3-kinase activity [GO:0035004]; phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]; phosphatidylinositol kinase activity [GO:0052742]	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	12	9	False	True
248	CHEMBL1908389	Q12852	M3K12_HUMAN	Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase)	Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily	Homo sapiens (Human)	2.7.11.25	MAP3K12	ATP binding [GO:0005524]; JUN kinase kinase kinase activity [GO:0004706]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	Mitogen-activated protein kinase kinase kinase 12	11	3	True	False
249	CHEMBL3344	P05413	FABPH_HUMAN	Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)	Calycin superfamily, Fatty-acid binding protein (FABP) family	Homo sapiens (Human)		FABP3	cytoskeletal protein binding [GO:0008092]; icosatetraenoic acid binding [GO:0050543]; long-chain fatty acid binding [GO:0036041]; long-chain fatty acid transporter activity [GO:0005324]; oleic acid binding [GO:0070538]	Fatty acid-binding protein, heart	11	5	False	True
250	CHEMBL2039	P27338	AOFB_HUMAN	Amine oxidase [flavin-containing] B (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	Flavin monoamine oxidase family	Homo sapiens (Human)	1.4.3.4	MAOB	electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; identical protein binding [GO:0042802]; monoamine oxidase activity [GO:0097621]; primary amine oxidase activity [GO:0008131]	Amine oxidase [flavin-containing] B	11	4	True	False
251	CHEMBL279	P35968	VGFR2_HUMAN	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily	Homo sapiens (Human)	2.7.10.1	KDR	ATP binding [GO:0005524]; cadherin binding [GO:0045296]; growth factor binding [GO:0019838]; Hsp90 protein binding [GO:0051879]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; vascular endothelial growth factor-activated receptor activity [GO:0005021]; vascular endothelial growth factor binding [GO:0038085]	Vascular endothelial growth factor receptor 2	10	1	False	True
252	CHEMBL5742	P30536	TSPO_HUMAN	Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)	TspO/BZRP family	Homo sapiens (Human)		TSPO	androgen binding [GO:0005497]; benzodiazepine receptor activity [GO:0008503]; cholesterol binding [GO:0015485]; cholesterol transfer activity [GO:0120020]; transmembrane transporter binding [GO:0044325]	Translocator protein	10	6	True	False
253	CHEMBL3778	Q9NWZ3	IRAK4_HUMAN	Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)	Protein kinase superfamily, TKL Ser/Thr protein kinase family, Pelle subfamily	Homo sapiens (Human)	2.7.11.1	IRAK4	ATP binding [GO:0005524]; interleukin-1 receptor binding [GO:0005149]; magnesium ion binding [GO:0000287]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	Interleukin-1 receptor-associated kinase 4	10	4	False	True
